start_time,end_time,tweet_Count
2022-05-26T00:00:00.000Z,2022-05-27T00:00:00.000Z,9261
2022-05-27T00:00:00.000Z,2022-05-28T00:00:00.000Z,10856
2022-05-28T00:00:00.000Z,2022-05-29T00:00:00.000Z,8107
2022-05-29T00:00:00.000Z,2022-05-30T00:00:00.000Z,7424
2022-04-01T00:00:00.000Z,2022-04-02T00:00:00.000Z,8074
2022-04-02T00:00:00.000Z,2022-04-03T00:00:00.000Z,6499
2022-04-03T00:00:00.000Z,2022-04-04T00:00:00.000Z,6594
2022-04-04T00:00:00.000Z,2022-04-05T00:00:00.000Z,6413
2022-04-05T00:00:00.000Z,2022-04-06T00:00:00.000Z,6976
2022-04-06T00:00:00.000Z,2022-04-07T00:00:00.000Z,8478
2022-04-07T00:00:00.000Z,2022-04-08T00:00:00.000Z,8748
2022-04-08T00:00:00.000Z,2022-04-09T00:00:00.000Z,9129
2022-04-09T00:00:00.000Z,2022-04-10T00:00:00.000Z,7727
2022-04-10T00:00:00.000Z,2022-04-11T00:00:00.000Z,6586
2022-04-11T00:00:00.000Z,2022-04-12T00:00:00.000Z,7475
2022-04-12T00:00:00.000Z,2022-04-13T00:00:00.000Z,8162
2022-04-13T00:00:00.000Z,2022-04-14T00:00:00.000Z,8855
2022-04-14T00:00:00.000Z,2022-04-15T00:00:00.000Z,8861
2022-04-15T00:00:00.000Z,2022-04-16T00:00:00.000Z,8215
2022-04-16T00:00:00.000Z,2022-04-17T00:00:00.000Z,6859
2022-04-17T00:00:00.000Z,2022-04-18T00:00:00.000Z,5951
2022-04-18T00:00:00.000Z,2022-04-19T00:00:00.000Z,7549
2022-04-19T00:00:00.000Z,2022-04-20T00:00:00.000Z,10647
2022-04-20T00:00:00.000Z,2022-04-21T00:00:00.000Z,18040
2022-04-21T00:00:00.000Z,2022-04-22T00:00:00.000Z,14836
2022-04-22T00:00:00.000Z,2022-04-23T00:00:00.000Z,13613
2022-04-23T00:00:00.000Z,2022-04-24T00:00:00.000Z,10149
2022-04-24T00:00:00.000Z,2022-04-25T00:00:00.000Z,8850
2022-04-25T00:00:00.000Z,2022-04-26T00:00:00.000Z,8754
2022-04-26T00:00:00.000Z,2022-04-27T00:00:00.000Z,8535
2022-04-27T00:00:00.000Z,2022-04-28T00:00:00.000Z,9772
2022-04-28T00:00:00.000Z,2022-04-29T00:00:00.000Z,9897
2022-04-29T00:00:00.000Z,2022-04-30T00:00:00.000Z,9775
2022-04-30T00:00:00.000Z,2022-05-01T00:00:00.000Z,9072
2022-05-01T00:00:00.000Z,2022-05-02T00:00:00.000Z,8598
2022-03-01T00:00:00.000Z,2022-03-02T00:00:00.000Z,8696
2022-03-02T00:00:00.000Z,2022-03-03T00:00:00.000Z,8492
2022-03-03T00:00:00.000Z,2022-03-04T00:00:00.000Z,8507
2022-03-04T00:00:00.000Z,2022-03-05T00:00:00.000Z,8467
2022-03-05T00:00:00.000Z,2022-03-06T00:00:00.000Z,6692
2022-03-06T00:00:00.000Z,2022-03-07T00:00:00.000Z,6456
2022-03-07T00:00:00.000Z,2022-03-08T00:00:00.000Z,7562
2022-03-08T00:00:00.000Z,2022-03-09T00:00:00.000Z,6993
2022-03-09T00:00:00.000Z,2022-03-10T00:00:00.000Z,8990
2022-03-10T00:00:00.000Z,2022-03-11T00:00:00.000Z,8690
2022-03-11T00:00:00.000Z,2022-03-12T00:00:00.000Z,8504
2022-03-12T00:00:00.000Z,2022-03-13T00:00:00.000Z,7283
2022-03-13T00:00:00.000Z,2022-03-14T00:00:00.000Z,6332
2022-03-14T00:00:00.000Z,2022-03-15T00:00:00.000Z,7393
